id:ID	name	description
UNII:1B56C968OA	BECAPLERMIN	A disulfide-linked homodimeric protein complex comprised of 2 platelet-derived growth factor subunit B proteins. This dimeric growth factor binds to a homodimeric receptor comprised of two platelet-derived growth factor receptor beta proteins. Ligand binding activates the intrinsic tyrosine-protein kinase activity of the receptor complex and initiates signal transduction pathways.;The recombinant analog of endogenous beta (B) chain of the cytokine platelet-derived growth factor (PDGF). Synthesized primarily by megakaryocytes, endogenous PDGF consists of two related peptide chains, PDGF-A and PDGF-B. PDGF functions as a local autocrine and paracrine growth factor in many cellular processes. Recombinant PDGF, alone and in combination with other agents, may be useful in promoting bone formation and soft tissue repair. (NCI04); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T116; UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T129
UMLS:C3540762	various other agents for local oral treatment in ATC	UMLS Semantic Type: STY:T121
UMLS:C3653499	DRUGS FOR ACID RELATED DISORDERS	UMLS Semantic Type: STY:T121
CHEBI:65265	antacid	Any substance which is used to neutralise stomach acidity.
UMLS:C3541964	antacids containing magnesium compounds	UMLS Semantic Type: STY:T121
CHEBI:31793	magnesium carbonate	A magnesium salt with formula CMgO3. Its hydrated forms, particularly the di-, tri-, and tetrahydrates occur as minerals.; A magnesium salt with formula CMgO3. Its hydrated forms, particularly the di-, tri-, and tetrahydrates occur as minerals. // COMMENTS: LanguaL term definition: Food additive; technological purpose(s): acidity regulator, anticaking agent, colour retention agent.
CHEBI:31794	magnesium oxide	"Magnesium oxide (MgO). An inorganic compound that occurs in nature as the mineral periclase. In aqueous media combines quickly with water to form magnesium hydroxide. It is used as an antacid and mild laxative and has many nonmedicinal uses.; The oxide salt of magnesium with antacid, laxative and vascular smooth muscle relaxant activities. Magnesium combines with water to form magnesium hydroxide which reacts chemically to neutralize or buffer existing quantities of stomach acid; stomach-content and intra-esophageal pH rise, resulting in a decrease in pepsin activity. This agent's laxative effect is the result, in part, of osmotically mediated water retention, which subsequently stimulates peristalsis. In addition, magnesium ions may behave as calcium antagonists in vascular smooth muscle.; The oxide salt of magnesium with antacid, laxative and vascular smooth muscle relaxant activities. Magnesium combines with water to form magnesium hydroxide which reacts chemically to neutralize or buffer existing quantities of stomach acid; stomach-content and intra-esophageal pH rise, resulting in a decrease in pepsin activity. This agent's laxative effect is the result, in part, of osmotically mediated water retention, which subsequently stimulates peristalsis. In addition, magnesium ions may behave as calcium antagonists in vascular smooth muscle. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C29242"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C29242"" NCI Thesaurus); UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197"
CHEBI:81304	Magnesium peroxide	MAGNESIUM PEROXIDE; FULL_MW:56.30; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:6637	magnesium dihydroxide	"An inorganic compound that occurs in nature as the mineral brucite. It acts as an antacid with cathartic effects.; A solution of magnesium hydroxide with antacid and laxative properties. Milk of magnesium exerts its antacid activity in low doses such that all hydroxide ions that enter the stomach are used to neutralize stomach acid. This agent exerts its laxative effect in higher doses so that hydroxide ions are able to move from the stomach to the intestines where they attract and retain water, thereby increasing intestinal movement (peristalsis) and inducing the urge to defecate.; A solution of magnesium hydroxide with antacid and laxative properties. Milk of magnesium exerts its antacid activity in low doses such that all hydroxide ions that enter the stomach are used to neutralize stomach acid. This agent exerts its laxative effect in higher doses so that hydroxide ions are able to move from the stomach to the intestines where they attract and retain water, thereby increasing intestinal movement (peristalsis) and inducing the urge to defecate. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C29262"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C29262"" NCI Thesaurus); UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197"
UNII:9B9691B2N9	MAGNESIUM SILICATE	UMLS Semantic Type: STY:T130; UMLS Semantic Type: STY:T197; Magnesium silicate is a compound of magnesium oxide and silicon. It is the magnesium salt of silicic acid containing an unspecified amount of water. The molecular formula can be expressed more clearly as MgSiO3.xH2O.[T186] It is known as talc and it presents many uses in the cosmetic industry, food industry and pharmaceutical industry.[L2603] Under the FDA, magnesium silicate is determined as a member of the substances generally recognized as safe (GRAS) to be used as an anticaking agent.[L2605]
UMLS:C3539956	Magnesium antacid compound combinations	UMLS Semantic Type: STY:T121
UMLS:C3653990	antacids containing aluminium compounds	UMLS Semantic Type: STY:T121
CHEBI:33130	aluminium hydroxide	"A compound with many biomedical applications: as a gastric antacid, an antiperspirant, in dentifrices, as an emulsifier, as an adjuvant in bacterins and vaccines, in water purification, etc.; An inorganic compound containing aluminum. Used in various immunologic preparations to improve immunogenicity, aluminum hydroxide adjuvant consists of aluminum hydroxide gel in a saline solution. In vaccines, this agent binds to the protein conjugate, resulting in improved antigen processing by the immune system. (NCI04); An inorganic compound containing aluminum. Used in various immunologic preparations to improve immunogenicity, aluminum hydroxide adjuvant consists of aluminum hydroxide gel in a saline solution. In vaccines, this agent binds to the protein conjugate, resulting in improved antigen processing by the immune system. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C39707"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C39707"" NCI Thesaurus); UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197"
UNII:F92V3S521O	ALUMINUM PHOSPHATE	ALUMINUM PHOSPHATE; FULL_MW:121.95; MAX_FDA_APPROVAL_PHASE: 2.0
UNII:84H8Z9550J	DIHYDROXYALUMINUM SODIUM CARBONATE	DIHYDROXIALUMINI SODIUM CARBONATE; FULL_MW:143.99; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:138819	Aluminum acetoacetate	Aluminium acetoacetate is an aluminum containing antacid.
UNII:I670EI8M2N	ALOGLUTAMOL	Aloglutamol is an antacid salt of aluminium, gluconic acid, and tris. Proprietary names include Altris, Pyreses, Tasto and Sabro.
UNII:1K713C615K	DIHYDROXYALUMINUM AMINOACETATE ANHYDROUS	ALUMINIUM GLYCINATE; FULL_MW:135.05; MAX_FDA_APPROVAL_PHASE: -1.0
UMLS:C3539975	Aluminium antacid compound combinations	UMLS Semantic Type: STY:T121
UMLS:C3541928	antacids containing calcium compounds	UMLS Semantic Type: STY:T121
CHEBI:3311	calcium carbonate	"Carbonic acid calcium salt (CaCO3). An odorless, tasteless powder or crystal that occurs in nature. It is used therapeutically as a phosphate buffer in hemodialysis patients and as a calcium supplement.; The carbonic salt of calcium (CaCO3). Calcium carbonate is used therapeutically as a phosphate buffer in hemodialysis, as an antacid in gastric hyperacidity for temporary relief of indigestion and heartburn, and as a calcium supplement for preventing and treating osteoporosis. (NCI04); The carbonic salt of calcium (CaCO3). Calcium carbonate is used therapeutically as a phosphate buffer in hemodialysis, as an antacid in gastric hyperacidity for temporary relief of indigestion and heartburn, and as a calcium supplement for preventing and treating osteoporosis. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C332"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C332"" NCI Thesaurus); UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197"
UNII:S4255P4G5M	CALCIUM SILICATE	CALCIUM SILICATE; MAX_FDA_APPROVAL_PHASE: -1.0
UMLS:C3539977	Calcium antacid compound combinations	UMLS Semantic Type: STY:T121
UMLS:C3653989	antacids containing combinations and complexes of aluminium, calcium and magnesium compounds	UMLS Semantic Type: STY:T121
UMLS:C3652426	ordinary salt combinations	UMLS Semantic Type: STY:T121
UNII:6V88E24N5T	MAGALDRATE	UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197; Magaldrate is an antacid drug used for the treatment of esophagitis, duodenal and gastric ulcers, and gastroesophageal reflux. Magaldrate has been discontinued in the US market.
UNII:568Z59H7ZJ	ALMAGATE	ALMAGATE; FULL_MW:314.98; MAX_FDA_APPROVAL_PHASE: -1.0
UNII:17432CG1KU	HYDROTALCITE	UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197
UNII:6M3P64V0NC	MAGNESIUM ALUMINUM SILICATE	UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T197; Almasilate is a buffering antacid that has been used in peptic ulcers and dyspepsia. It is a crystalline polyhydrate of aluminium/magnesium silicate and mediates its buffering activity by binding hydrogen ions within the polymer. However its therapeutic efficacy is not comparable to other approved antacids, as it is no more effective in neutralizing acid and binding bile salts than other conventional antacids [A27138].    Given that there are generally more widely available conventional antacids that are just as - if not more - effective than almasilate, almasilate products are only available in certain parts of Europe and/or Asia.
UMLS:C3653792	Antacids with antiflatulents	UMLS Semantic Type: STY:T121
UMLS:C3652957	magaldrate and antiflatulents	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
UMLS:C3652817	ordinary salt combinations and antiflatulents	UMLS Semantic Type: STY:T121
UMLS:C3653791	Antacids with antispasmodics	UMLS Semantic Type: STY:T121
UMLS:C3653790	Antacids with sodium bicarbonate	UMLS Semantic Type: STY:T121
